id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn,usage_intensity,engagement_intensity,sms_intensity,call_failure_rate,network_reach_ratio,usage_segment,charge_segment,tenure_segment,failure_segment,tariff_plan_flag,status_inactive_flag,complaints_flag,age_group_code
2904,34,0,2813,66,0,11,0,A,Active,Under 30,N,0,82.73529411764706,1.9411764705882353,0.0,0.0,0.16666666666666666,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2905,38,0,13528,166,0,44,5,A,Active,30-40,N,0,356.0,4.368421052631579,0.0,0.030120481927710843,0.26506024096385544,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
2906,39,2,11770,160,18,49,12,A,Active,Over 40,N,0,301.79487179487177,4.102564102564102,0.46153846153846156,0.075,0.30625,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
2907,23,1,3450,65,7,21,6,A,Active,30-40,N,0,150.0,2.8260869565217392,0.30434782608695654,0.09230769230769231,0.3230769230769231,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
2908,38,0,933,13,16,6,5,A,Inactive,Over 40,N,1,24.55263157894737,0.34210526315789475,0.42105263157894735,0.38461538461538464,0.46153846153846156,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
2909,37,2,3220,25,479,5,7,A,Active,30-40,N,0,87.02702702702703,0.6756756756756757,12.945945945945946,0.28,0.2,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2910,6,1,1308,11,0,2,1,A,Active,30-40,N,1,218.0,1.8333333333333333,0.0,0.09090909090909091,0.18181818181818182,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
2911,35,1,2678,64,356,22,14,A,Active,30-40,N,0,76.51428571428572,1.8285714285714285,10.17142857142857,0.21875,0.34375,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2912,24,0,0,0,5,0,0,A,Inactive,Over 40,N,0,0.0,0.0,0.20833333333333334,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
2913,39,3,3358,76,387,41,19,A,Active,30-40,N,0,86.1025641025641,1.9487179487179487,9.923076923076923,0.25,0.5394736842105263,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2914,33,0,2130,11,0,14,0,A,Active,30-40,N,0,64.54545454545455,0.3333333333333333,0.0,0.0,1.2727272727272727,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
2915,7,0,4085,34,208,8,0,A,Active,30-40,N,0,583.5714285714286,4.857142857142857,29.714285714285715,0.0,0.23529411764705882,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
2916,36,0,3035,24,478,6,1,A,Active,30-40,N,0,84.30555555555556,0.6666666666666666,13.277777777777779,0.041666666666666664,0.25,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
2917,36,0,0,0,0,0,0,A,Inactive,Over 40,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,2
2918,38,0,5523,94,12,11,14,A,Active,Under 30,N,1,145.3421052631579,2.473684210526316,0.3157894736842105,0.14893617021276595,0.11702127659574468,High usage,Zero charge tier,Long tenure,High failure,0,0,0,0
2919,27,0,1100,28,16,12,0,A,Inactive,30-40,N,0,40.74074074074074,1.037037037037037,0.5925925925925926,0.0,0.42857142857142855,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
2920,15,2,6688,145,99,55,15,B,Active,Under 30,N,0,445.8666666666667,9.666666666666666,6.6,0.10344827586206896,0.3793103448275862,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
2921,28,0,3405,69,19,28,4,A,Active,30-40,N,0,121.60714285714286,2.4642857142857144,0.6785714285714286,0.057971014492753624,0.4057971014492754,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
2922,31,0,2790,15,468,5,0,A,Active,30-40,N,0,90.0,0.4838709677419355,15.096774193548388,0.0,0.3333333333333333,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
2923,37,0,305,6,7,2,5,A,Inactive,Under 30,N,1,8.243243243243244,0.16216216216216217,0.1891891891891892,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
2924,39,3,9610,128,160,48,20,A,Active,30-40,N,0,246.4102564102564,3.282051282051282,4.102564102564102,0.15625,0.375,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2925,34,0,6660,99,18,25,0,A,Active,Over 40,N,0,195.88235294117646,2.911764705882353,0.5294117647058824,0.0,0.25252525252525254,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
2926,24,0,1263,33,23,66,0,A,Active,Over 40,N,0,52.625,1.375,0.9583333333333334,0.0,2.0,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
2927,44,3,6805,98,201,29,10,A,Active,Over 40,N,0,154.6590909090909,2.227272727272727,4.568181818181818,0.10204081632653061,0.29591836734693877,High usage,Positive charge tier,Long tenure,High failure,0,0,0,2
2928,16,0,5682,130,60,42,10,B,Active,Under 30,N,0,355.125,8.125,3.75,0.07692307692307693,0.3230769230769231,High usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
2929,44,3,6383,114,48,32,23,A,Active,30-40,N,0,145.0681818181818,2.590909090909091,1.0909090909090908,0.20175438596491227,0.2807017543859649,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2930,35,0,1940,27,246,12,0,A,Active,30-40,N,0,55.42857142857143,0.7714285714285715,7.0285714285714285,0.0,0.4444444444444444,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
2931,37,9,11145,104,9,42,27,B,Active,Over 40,N,0,301.2162162162162,2.810810810810811,0.24324324324324326,0.25961538461538464,0.40384615384615385,High usage,Positive charge tier,Long tenure,High failure,1,0,0,2
2932,38,2,9305,121,119,41,18,A,Active,30-40,N,0,244.8684210526316,3.1842105263157894,3.1315789473684212,0.1487603305785124,0.33884297520661155,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2933,16,5,3453,55,52,34,12,A,Active,30-40,N,0,215.8125,3.4375,3.25,0.21818181818181817,0.6181818181818182,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
2934,34,0,4290,69,0,13,7,A,Active,Under 30,N,0,126.17647058823529,2.0294117647058822,0.0,0.10144927536231885,0.18840579710144928,High usage,Zero charge tier,Short tenure,High failure,0,0,0,0
2935,20,5,3218,54,43,23,16,B,Active,30-40,N,0,160.9,2.7,2.15,0.2962962962962963,0.42592592592592593,High usage,Positive charge tier,Short tenure,High failure,1,0,0,1
2936,34,0,1550,38,6,16,3,A,Inactive,30-40,N,0,45.588235294117645,1.1176470588235294,0.17647058823529413,0.07894736842105263,0.42105263157894735,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
2937,33,0,1360,38,31,18,0,A,Inactive,30-40,N,0,41.21212121212121,1.1515151515151516,0.9393939393939394,0.0,0.47368421052631576,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
2938,36,1,338,4,4,2,0,A,Active,Over 40,N,0,9.38888888888889,0.1111111111111111,0.1111111111111111,0.0,0.5,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
2939,37,0,0,0,0,0,0,A,Inactive,Under 30,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
2940,18,0,1505,25,19,11,0,A,Active,Under 30,N,0,83.61111111111111,1.3888888888888888,1.0555555555555556,0.0,0.44,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2941,32,0,15000,168,132,23,2,A,Active,Under 30,N,0,468.75,5.25,4.125,0.011904761904761904,0.13690476190476192,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2942,36,0,3293,50,0,18,1,A,Active,Under 30,N,0,91.47222222222223,1.3888888888888888,0.0,0.02,0.36,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
2943,35,0,12758,152,0,42,0,A,Active,30-40,N,0,364.51428571428573,4.3428571428571425,0.0,0.0,0.27631578947368424,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
2944,39,0,318,5,7,4,0,A,Inactive,Under 30,N,0,8.153846153846153,0.1282051282051282,0.1794871794871795,0.0,0.8,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
2945,35,0,2265,54,59,35,7,A,Inactive,30-40,Y,1,64.71428571428571,1.542857142857143,1.6857142857142857,0.12962962962962962,0.6481481481481481,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
2946,34,1,3943,86,7,26,6,A,Active,30-40,N,0,115.97058823529412,2.5294117647058822,0.20588235294117646,0.06976744186046512,0.3023255813953488,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
2947,36,0,873,10,11,4,5,A,Inactive,Over 40,N,1,24.25,0.2777777777777778,0.3055555555555556,0.5,0.4,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
2948,35,1,2955,28,32,18,1,A,Active,30-40,N,0,84.42857142857143,0.8,0.9142857142857143,0.03571428571428571,0.6428571428571429,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
2949,39,1,60,3,5,2,3,A,Active,Under 30,Y,1,1.5384615384615385,0.07692307692307693,0.1282051282051282,1.0,0.6666666666666666,Low usage,Positive charge tier,Long tenure,High failure,0,0,1,0
2950,33,0,2238,48,0,16,7,A,Inactive,30-40,Y,0,67.81818181818181,1.4545454545454546,0.0,0.14583333333333334,0.3333333333333333,Low usage,Zero charge tier,Short tenure,High failure,0,1,1,1
2951,22,0,210,15,0,11,0,A,Active,Under 30,N,0,9.545454545454545,0.6818181818181818,0.0,0.0,0.7333333333333333,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2952,43,2,3775,88,40,29,13,A,Active,30-40,N,0,87.79069767441861,2.046511627906977,0.9302325581395349,0.14772727272727273,0.32954545454545453,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2953,39,1,7568,130,389,45,6,A,Active,30-40,N,0,194.05128205128204,3.3333333333333335,9.974358974358974,0.046153846153846156,0.34615384615384615,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
2954,34,0,1475,44,63,22,0,A,Inactive,30-40,N,0,43.38235294117647,1.2941176470588236,1.8529411764705883,0.0,0.5,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
2955,28,1,885,13,26,5,3,A,Active,Over 40,N,0,31.607142857142858,0.4642857142857143,0.9285714285714286,0.23076923076923078,0.38461538461538464,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,2
2956,31,0,490,6,0,5,0,A,Inactive,Under 30,N,0,15.806451612903226,0.1935483870967742,0.0,0.0,0.8333333333333334,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,0
2957,27,3,2130,48,47,30,19,A,Active,Under 30,N,0,78.88888888888889,1.7777777777777777,1.7407407407407407,0.3958333333333333,0.625,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
2958,38,1,6690,86,161,24,8,A,Active,30-40,N,0,176.05263157894737,2.263157894736842,4.2368421052631575,0.09302325581395349,0.27906976744186046,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
2959,24,0,305,6,18,2,5,A,Inactive,Over 40,N,0,12.708333333333334,0.25,0.75,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,2
2960,35,0,6490,93,7,9,5,A,Active,Over 40,N,0,185.42857142857142,2.657142857142857,0.2,0.053763440860215055,0.0967741935483871,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,2
2961,36,0,7913,132,385,41,4,A,Active,Under 30,N,0,219.80555555555554,3.6666666666666665,10.694444444444445,0.030303030303030304,0.3106060606060606,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
2962,40,0,7688,135,395,48,5,A,Active,Under 30,N,0,192.2,3.375,9.875,0.037037037037037035,0.35555555555555557,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
2963,31,1,6545,104,232,27,1,B,Active,Under 30,N,0,211.1290322580645,3.3548387096774195,7.483870967741935,0.009615384615384616,0.25961538461538464,High usage,Positive charge tier,Short tenure,Low failure,1,0,0,0
2964,43,1,2393,64,10,34,5,A,Active,Under 30,N,0,55.651162790697676,1.4883720930232558,0.23255813953488372,0.078125,0.53125,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
2965,37,1,1725,47,43,22,6,A,Active,30-40,N,0,46.62162162162162,1.2702702702702702,1.162162162162162,0.1276595744680851,0.46808510638297873,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2966,42,0,1360,28,18,18,7,A,Inactive,Under 30,N,0,32.38095238095238,0.6666666666666666,0.42857142857142855,0.25,0.6428571428571429,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
2967,16,1,1920,30,25,12,6,A,Active,Under 30,N,0,120.0,1.875,1.5625,0.2,0.4,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
2968,23,3,6778,149,102,48,22,B,Active,Under 30,N,0,294.69565217391306,6.478260869565218,4.434782608695652,0.1476510067114094,0.3221476510067114,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
2969,37,0,1475,24,21,26,4,A,Inactive,Under 30,N,0,39.86486486486486,0.6486486486486487,0.5675675675675675,0.16666666666666666,1.0833333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
2970,38,1,1783,30,0,5,4,A,Active,Over 40,N,0,46.921052631578945,0.7894736842105263,0.0,0.13333333333333333,0.16666666666666666,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
2971,29,0,14920,166,128,22,0,A,Active,Under 30,N,0,514.4827586206897,5.724137931034483,4.413793103448276,0.0,0.13253012048192772,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2972,12,0,7917,154,41,38,1,A,Active,Over 40,N,0,659.75,12.833333333333334,3.4166666666666665,0.006493506493506494,0.24675324675324675,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
2973,41,2,9070,125,152,47,13,A,Active,30-40,N,0,221.21951219512195,3.048780487804878,3.707317073170732,0.104,0.376,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2974,34,0,2475,47,168,21,1,A,Active,Under 30,N,0,72.79411764705883,1.3823529411764706,4.9411764705882355,0.02127659574468085,0.44680851063829785,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2975,33,0,4030,69,0,18,0,A,Active,30-40,N,0,122.12121212121212,2.090909090909091,0.0,0.0,0.2608695652173913,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
2976,22,4,3113,55,46,25,13,A,Active,30-40,N,0,141.5,2.5,2.090909090909091,0.23636363636363636,0.45454545454545453,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
2977,39,0,1370,21,16,16,7,A,Inactive,Under 30,N,0,35.12820512820513,0.5384615384615384,0.41025641025641024,0.3333333333333333,0.7619047619047619,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
2978,15,0,1275,14,0,8,0,A,Active,Under 30,N,0,85.0,0.9333333333333333,0.0,0.0,0.5714285714285714,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2979,23,0,0,0,10,0,0,A,Inactive,Over 40,N,0,0.0,0.0,0.43478260869565216,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
2980,33,3,7370,121,272,31,7,B,Active,Under 30,N,0,223.33333333333334,3.6666666666666665,8.242424242424242,0.05785123966942149,0.256198347107438,High usage,Positive charge tier,Short tenure,Low failure,1,0,0,0
2981,23,0,1873,39,29,69,7,A,Active,Over 40,N,0,81.43478260869566,1.6956521739130435,1.2608695652173914,0.1794871794871795,1.7692307692307692,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,2
2982,37,2,9305,122,153,46,15,A,Active,30-40,N,0,251.48648648648648,3.2972972972972974,4.135135135135135,0.12295081967213115,0.3770491803278688,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2983,17,1,6393,141,85,42,16,B,Active,Under 30,N,0,376.05882352941177,8.294117647058824,5.0,0.11347517730496454,0.2978723404255319,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
2984,41,0,15440,186,158,34,9,A,Active,Under 30,N,0,376.5853658536585,4.536585365853658,3.8536585365853657,0.04838709677419355,0.1827956989247312,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
2985,24,0,1453,34,32,69,1,A,Active,Over 40,N,0,60.541666666666664,1.4166666666666667,1.3333333333333333,0.029411764705882353,2.0294117647058822,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
2986,30,0,2530,11,461,7,0,A,Active,30-40,N,0,84.33333333333333,0.36666666666666664,15.366666666666667,0.0,0.6363636363636364,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
2987,42,0,5873,99,15,16,6,A,Active,30-40,N,0,139.83333333333334,2.357142857142857,0.35714285714285715,0.06060606060606061,0.16161616161616163,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
2988,15,0,680,9,0,12,0,A,Active,Under 30,N,0,45.333333333333336,0.6,0.0,0.0,1.3333333333333333,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2989,32,0,10980,140,0,40,0,A,Active,30-40,N,0,343.125,4.375,0.0,0.0,0.2857142857142857,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
2990,26,1,1340,38,51,17,10,A,Active,Under 30,N,0,51.53846153846154,1.4615384615384615,1.9615384615384615,0.2631578947368421,0.4473684210526316,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
2991,25,0,585,20,12,8,8,A,Inactive,Under 30,N,0,23.4,0.8,0.48,0.4,0.4,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
2992,38,0,4370,71,5,17,8,A,Active,30-40,N,0,115.0,1.868421052631579,0.13157894736842105,0.11267605633802817,0.23943661971830985,High usage,Zero charge tier,Long tenure,High failure,0,0,0,1
2993,19,2,6887,148,101,47,23,B,Active,Under 30,N,0,362.4736842105263,7.7894736842105265,5.315789473684211,0.1554054054054054,0.31756756756756754,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
2994,17,0,985,15,3,14,0,A,Active,Under 30,N,0,57.94117647058823,0.8823529411764706,0.17647058823529413,0.0,0.9333333333333333,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2995,27,1,3530,67,15,25,7,A,Active,30-40,N,0,130.74074074074073,2.4814814814814814,0.5555555555555556,0.1044776119402985,0.373134328358209,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
2996,33,0,6638,73,98,33,7,A,Active,Under 30,N,0,201.15151515151516,2.212121212121212,2.9696969696969697,0.0958904109589041,0.4520547945205479,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
2997,11,2,4505,45,213,9,5,A,Active,30-40,N,0,409.54545454545456,4.090909090909091,19.363636363636363,0.1111111111111111,0.2,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
2998,40,1,4675,77,12,19,13,A,Active,30-40,N,0,116.875,1.925,0.3,0.16883116883116883,0.24675324675324675,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
2999,38,0,4005,58,24,18,20,A,Inactive,30-40,Y,1,105.39473684210526,1.5263157894736843,0.631578947368421,0.3448275862068966,0.3103448275862069,High usage,Zero charge tier,Long tenure,High failure,0,1,1,1
3000,15,0,6277,136,87,43,13,B,Active,Under 30,N,0,418.46666666666664,9.066666666666666,5.8,0.09558823529411764,0.3161764705882353,High usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
3001,38,0,3915,73,0,10,3,A,Active,30-40,N,0,103.02631578947368,1.9210526315789473,0.0,0.0410958904109589,0.136986301369863,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3002,4,0,4390,34,207,9,0,A,Active,30-40,N,0,1097.5,8.5,51.75,0.0,0.2647058823529412,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
3003,41,2,6933,112,22,14,17,A,Active,30-40,N,0,169.09756097560975,2.731707317073171,0.5365853658536586,0.15178571428571427,0.125,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3004,38,1,4515,83,2,25,7,A,Active,30-40,N,0,118.8157894736842,2.1842105263157894,0.05263157894736842,0.08433734939759036,0.30120481927710846,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
3005,32,0,1970,44,37,21,6,A,Inactive,30-40,N,0,61.5625,1.375,1.15625,0.13636363636363635,0.4772727272727273,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,1
3006,39,1,15980,189,166,35,16,A,Active,Under 30,N,0,409.7435897435897,4.846153846153846,4.256410256410256,0.08465608465608465,0.18518518518518517,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
3007,28,0,1703,28,12,23,0,A,Inactive,30-40,Y,1,60.82142857142857,1.0,0.42857142857142855,0.0,0.8214285714285714,Low usage,Zero charge tier,Short tenure,Low failure,0,1,1,1
3008,29,2,1590,41,31,17,18,A,Active,Under 30,N,0,54.827586206896555,1.4137931034482758,1.0689655172413792,0.43902439024390244,0.4146341463414634,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
3009,32,0,2313,40,26,27,9,A,Inactive,30-40,Y,1,72.28125,1.25,0.8125,0.225,0.675,Low usage,Zero charge tier,Short tenure,High failure,0,1,1,1
3010,34,0,0,0,0,0,0,A,Active,Over 40,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
3011,16,1,1990,30,42,27,1,A,Active,Under 30,N,0,124.375,1.875,2.625,0.03333333333333333,0.9,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,0
3012,37,0,13658,163,0,40,7,A,Active,30-40,N,0,369.13513513513516,4.405405405405405,0.0,0.04294478527607362,0.24539877300613497,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3013,37,0,0,0,0,0,0,A,Active,Under 30,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
3014,36,0,3718,82,2,28,2,A,Active,Under 30,N,0,103.27777777777777,2.2777777777777777,0.05555555555555555,0.024390243902439025,0.34146341463414637,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
3015,29,0,1748,47,41,73,6,A,Active,Over 40,N,0,60.275862068965516,1.6206896551724137,1.4137931034482758,0.1276595744680851,1.553191489361702,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,2
3016,30,0,0,0,0,0,0,A,Inactive,Over 40,Y,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,1,2
3017,9,1,4580,41,224,13,4,A,Active,30-40,N,0,508.8888888888889,4.555555555555555,24.88888888888889,0.0975609756097561,0.3170731707317073,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
3018,33,0,1765,36,143,21,0,A,Active,Under 30,N,0,53.484848484848484,1.0909090909090908,4.333333333333333,0.0,0.5833333333333334,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
3019,5,1,4435,36,207,6,5,A,Active,30-40,N,0,887.0,7.2,41.4,0.1388888888888889,0.16666666666666666,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
3020,33,0,795,12,0,7,0,A,Inactive,Under 30,N,0,24.09090909090909,0.36363636363636365,0.0,0.0,0.5833333333333334,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,0
3021,40,3,11885,166,50,53,12,A,Active,Over 40,N,0,297.125,4.15,1.25,0.07228915662650602,0.3192771084337349,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
3022,39,0,3283,61,49,33,20,A,Inactive,Over 40,Y,1,84.17948717948718,1.564102564102564,1.2564102564102564,0.32786885245901637,0.5409836065573771,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,2
3023,37,2,8925,120,135,40,11,A,Active,30-40,N,0,241.21621621621622,3.2432432432432434,3.6486486486486487,0.09166666666666666,0.3333333333333333,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
3024,34,0,5323,91,10,19,6,A,Active,Under 30,N,1,156.55882352941177,2.676470588235294,0.29411764705882354,0.06593406593406594,0.2087912087912088,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
3025,38,0,2043,40,37,33,5,A,Inactive,30-40,N,1,53.76315789473684,1.0526315789473684,0.9736842105263158,0.125,0.825,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3026,38,0,5728,94,0,9,4,A,Active,30-40,N,0,150.73684210526315,2.473684210526316,0.0,0.0425531914893617,0.09574468085106383,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3027,18,4,3347,52,47,24,15,A,Active,30-40,N,0,185.94444444444446,2.888888888888889,2.611111111111111,0.28846153846153844,0.46153846153846156,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
3028,24,1,15770,226,0,77,18,A,Active,Under 30,N,0,657.0833333333334,9.416666666666666,0.0,0.07964601769911504,0.3407079646017699,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,0
3029,30,6,10050,85,0,36,15,A,Active,Over 40,N,0,335.0,2.8333333333333335,0.0,0.17647058823529413,0.4235294117647059,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
3030,31,0,5613,83,0,9,0,A,Active,Under 30,N,0,181.06451612903226,2.6774193548387095,0.0,0.0,0.10843373493975904,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
3031,38,0,305,6,7,2,5,A,Inactive,30-40,N,0,8.026315789473685,0.15789473684210525,0.18421052631578946,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
3032,32,0,1210,18,38,9,6,A,Inactive,Over 40,N,0,37.8125,0.5625,1.1875,0.3333333333333333,0.5,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,2
3033,40,2,8810,121,145,42,10,A,Active,30-40,N,0,220.25,3.025,3.625,0.08264462809917356,0.34710743801652894,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
3034,42,3,9600,135,162,50,20,A,Active,30-40,N,0,228.57142857142858,3.2142857142857144,3.857142857142857,0.14814814814814814,0.37037037037037035,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
3035,36,8,10435,93,1,42,21,A,Active,Over 40,N,0,289.8611111111111,2.5833333333333335,0.027777777777777776,0.22580645161290322,0.45161290322580644,High usage,Positive charge tier,Long tenure,High failure,0,0,0,2
3036,35,1,14720,213,15,26,20,A,Active,Under 30,N,0,420.57142857142856,6.085714285714285,0.42857142857142855,0.09389671361502347,0.12206572769953052,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
3037,39,0,4390,85,6,28,4,A,Active,30-40,N,0,112.56410256410257,2.1794871794871793,0.15384615384615385,0.047058823529411764,0.32941176470588235,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
3038,39,0,4245,73,9,20,5,A,Active,Under 30,N,0,108.84615384615384,1.8717948717948718,0.23076923076923078,0.0684931506849315,0.273972602739726,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
3039,39,4,12370,170,39,64,16,A,Active,Over 40,N,0,317.1794871794872,4.358974358974359,1.0,0.09411764705882353,0.3764705882352941,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
3040,32,2,6905,113,266,31,3,B,Active,Under 30,N,0,215.78125,3.53125,8.3125,0.02654867256637168,0.2743362831858407,High usage,Positive charge tier,Short tenure,Low failure,1,0,0,0
3041,15,3,2663,45,56,21,3,A,Active,30-40,N,0,177.53333333333333,3.0,3.7333333333333334,0.06666666666666667,0.4666666666666667,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
